Time       S(t)           I(t)           R(t)
0.0000 1.00000000000000 0.10000000000000 0.00000000000000 
0.1000 0.99700000000000 0.10200000000000 0.00102000000000 
0.2000 0.99394918000000 0.10403082000000 0.00206030820000 
0.3000 0.99084713955299 0.10609255224701 0.00312123372247 
0.4000 0.98769349449533 0.10818527178220 0.00420308644029 
0.5000 0.98448787782115 0.11030903573856 0.00530617679768 
0.6000 0.98122994056619 0.11246388263614 0.00643081562404 
0.7000 0.97791935269994 0.11464983167602 0.00757731394080 
0.8000 0.97455580402455 0.11686688203465 0.00874598276115 
0.9000 0.97113900507899 0.11911501215986 0.00993713288274 
1.0000 0.96766868804703 0.12139417907023 0.01115107467345 
1.1000 0.96414460766710 0.12370431765945 0.01238811785004 
1.2000 0.96056654214261 0.12604534000735 0.01364857125011
1.3000 0.95693429405049 0.12841713469940 0.01493274259711
1.4000 0.95324769124636 0.13081956615653 0.01624093825867
1.5000 0.94950658776410 0.13325247397722 0.01757346299845
1.6000 0.94571086470779 0.13571567229377 0.01893061972138
1.7000 0.94186043113381 0.13820894914481 0.02031270921283
1.8000 0.93795522492096 0.14073206586621 0.02172002987149
1.9000 0.93399521362617 0.14328475650234 0.02315287743652
2.0000 0.92998039532341 0.14586672724008 0.02461154470892
2.1000 0.92591079942351 0.14847765586757 0.02609632126759
2.2000 0.92178648747228 0.15111719126012 0.02760749318020
2.3000 0.91760755392443 0.15378495289537 0.02914534270915
2.4000 0.91337412689073 0.15648053040012 0.03071014801315
2.5000 0.90908636885584 0.15920348313101 0.03230218284446
2.6000 0.90474447736418 0.16195333979136 0.03392171624237
2.7000 0.90034868567117 0.16472959808646 0.03556901222324
2.8000 0.89589926335732 0.16753172441944 0.03724432946743
2.9000 0.89139651690243 0.17035915363014 0.03894792100373
3.0000 0.88684079021738 0.17321128877888 0.04068003389152
3.1000 0.88223246513092 0.17608750097755 0.04244090890130
3.2000 0.87757196182894 0.17898712926976 0.04423078019400
3.3000 0.87285973924368 0.18190948056233 0.04604987499962
3.4000 0.86809629539059 0.18485382960979 0.04789841329572
3.5000 0.86328216765040 0.18781941905388 0.04977660748626
3.6000 0.85841793299417 0.19080545951958 0.05168466208145
3.7000 0.85350420814923 0.19381112976932 0.05362277337915
3.8000 0.84854164970390 0.19683557691696 0.05559112914831
3.9000 0.84353095414917 0.19987791670251 0.05758990831534
4.0000 0.83847285785549 0.20293723382917 0.05961928065363
4.1000 0.83336813698307 0.20601258236330 0.06167940647726
4.2000 0.82821760732429 0.20910298619844 0.06377043633925
4.3000 0.82302212407688 0.21220743958387 0.06589251073509
4.4000 0.81778258154675 0.21532490771817 0.06804575981227
4.5000 0.81249991277959 0.21845432740814 0.07023030308635
4.6000 0.80717508912063 0.22159460779302 0.07244624916428
4.7000 0.80180911970181 0.22474463113391 0.07469369547562
4.8000 0.79640305085640 0.22790325366798 0.07697272801230
4.9000 0.79095796546076 0.23106930652694 0.07928342107757
5.0000 0.78547498220363 0.23424159671880 0.08162583704476
5.1000 0.77995525478321 0.23741890817204 0.08400002612648
5.2000 0.77439997103280 0.24060000284073 0.08640602615489
5.3000 0.76881035197589 0.24378362186923 0.08884386237358
5.4000 0.76318765081183 0.24696848681459 0.09131354724172
5.5000 0.75753315183353 0.25015330092475 0.09381508025097
5.6000 0.75184816927880 0.25333675047023 0.09634844775567
5.7000 0.74613404611724 0.25651750612709 0.09891362281694
5.8000 0.74039215277484 0.25969422440822 0.10151056506103
5.9000 0.73462388579866 0.26286554914032 0.10413922055243
6.0000 0.72883066646410 0.26603011298348 0.10679952168226
