Time       S(t)           I(t)           R(t)
14.9000 0.92650295317966 0.02086769582735 0.15104670490954
15.0000 0.92630961336156 0.02064368172891 0.15145957854411
15.1000 0.92611838895315 0.02042203250274 0.15186801919417
15.2000 0.92592925675475 0.02020272405109 0.15227207367519
15.3000 0.92574219382209 0.01998573250272 0.15267178832524
15.4000 0.92555717746357 0.01977103421118 0.15306720900947
15.5000 0.92537418523737 0.01955860575316 0.15345838112453
15.6000 0.92519319494874 0.01934842392673 0.15384534960307
15.7000 0.92501418464724 0.01914046574969 0.15422815891806
15.8000 0.92483713262405 0.01893470845789 0.15460685308722
15.9000 0.92466201740928 0.01873112950351 0.15498147567729
16.0000 0.92448881776933 0.01852970655339 0.15535206980836
16.1000 0.92431751270427 0.01833041748737 0.15571867815810
16.2000 0.92414808144529 0.01813324039661 0.15608134296603
16.3000 0.92398050345206 0.01793815358191 0.15644010603767
16.4000 0.92381475841028 0.01774513555205 0.15679500874871
16.5000 0.92365082622915 0.01755416502214 0.15714609204916
16.6000 0.92348868703889 0.01736522091196 0.15749339646740
16.7000 0.92332832118829 0.01717828234432 0.15783696211428
16.8000 0.92316970924231 0.01699332864341 0.15817682868715
16.9000 0.92301283197968 0.01681033933317 0.15851303547381
17.0000 0.92285767039053 0.01662929413565 0.15884562135653
17.1000 0.92270420567407 0.01645017296940 0.15917462481591
17.2000 0.92255241923624 0.01627295594784 0.15950008393487
17.3000 0.92240229268746 0.01609762337766 0.15982203640243
17.4000 0.92225380784036 0.01592415575721 0.16014051951757
17.5000 0.92210694670752 0.01575253377491 0.16045557019307
17.6000 0.92196169149930 0.01558273830763 0.16076722495922
17.7000 0.92181802462162 0.01541475041916 0.16107551996760
17.8000 0.92167592867380 0.01524855135859 0.16138049099478
17.9000 0.92153538644646 0.01508412255876 0.16168217344595
18.0000 0.92139638091935 0.01492144563470 0.16198060235864
18.1000 0.92125889525929 0.01476050238207 0.16227581240629
18.2000 0.92112291281811 0.01460127477561 0.16256783790180
18.3000 0.92098841713059 0.01444374496762 0.16285671280115
18.4000 0.92085539191243 0.01428789528641 0.16314247070688
18.5000 0.92072382105830 0.01413370823482 0.16342514487158
18.6000 0.92059368863978 0.01398116648864 0.16370476820135
18.7000 0.92046497890349 0.01383025289516 0.16398137325925
18.8000 0.92033767626910 0.01368095047165 0.16425499226868
18.9000 0.92021176532743 0.01353324240388 0.16452565711676
19.0000 0.92008723083860 0.01338711204464 0.16479339935765
19.1000 0.91996405773010 0.01324254291224 0.16505825021590
19.2000 0.91984223109498 0.01309951868912 0.16532024058968
19.3000 0.91972173619001 0.01295802322031 0.16557940105409
19.4000 0.91960255843387 0.01281804051204 0.16583576186433
19.5000 0.91948468340538 0.01267955473029 0.16608935295893
19.6000 0.91936809684171 0.01254255019935 0.16634020396292
19.7000 0.91925278463665 0.01240701140043 0.16658834419093
19.8000 0.91913873283886 0.01227292297021 0.16683380265033
19.9000 0.91902592765019 0.01214026969948 0.16707660804432
20.0000 0.91891435542396 0.01200903653171 0.16731678877496
20.1000 0.91880400266333 0.01187920856172 0.16755437294619
20.2000 0.91869485601958 0.01175077103423 0.16778938836688
20.3000 0.91858690229054 0.01162370934258 0.16802186255373
20.4000 0.91848012841896 0.01149800902731 0.16825182273428
20.5000 0.91837452149088 0.01137365577484 0.16847929584977
20.6000 0.91827006873408 0.01125063541615 0.16870430855810
20.7000 0.91816675751651 0.01112893392539 0.16892688723660
20.8000 0.91806457534474 0.01100853741865 0.16914705798498
20.9000 0.91796350986244 0.01088943215258 0.16936484662803
21.0000 0.91786354884885 0.01077160452312 0.16958027871849
21.1000 0.91776468021730 0.01065504106421 0.16979337953977
21.2000 0.91766689201375 0.01053972844647 0.17000417410870
21.3000 0.91757017241529 0.01042565347600 0.17021268717822
21.4000 0.91747450972872 0.01031280309306 0.17041894324008
21.5000 0.91737989238910 0.01020116437081 0.17062296652750
21.6000 0.91728630895837 0.01009072451413 0.17082478101778
21.7000 0.91719374812393 0.00998147085829 0.17102441043495
21.8000 0.91710219869725 0.00987339086780 0.17122187825231
21.9000 0.91701164961251 0.00976647213518 0.17141720769501
22.0000 0.91692208992528 0.00966070237971 0.17161042174260
22.1000 0.91683350881111 0.00955606944628 0.17180154313153
22.2000 0.91674589556431 0.00945256130416 0.17199059435761
22.3000 0.91665923959652 0.00935016604586 0.17217759767853
22.4000 0.91657353043555 0.00924887188592 0.17236257511625
22.5000 0.91648875772398 0.00914866715977 0.17254554845944
22.6000 0.91640491121798 0.00904954032258 0.17272653926590
22.7000 0.91632198078602 0.00895147994809 0.17290556886486
22.8000 0.91623995640765 0.00885447472750 0.17308265835941
22.9000 0.91615882817226 0.00875851346833 0.17325782862877
23.0000 0.91607858627791 0.00866358509332 0.17343110033064
23.1000 0.91599922103006 0.00856967863930 0.17360249390343
23.2000 0.91592072284048 0.00847678325609 0.17377202956855
23.3000 0.91584308222601 0.00838488820544 0.17393972733266
23.4000 0.91576628980743 0.00829398285992 0.17410560698985
23.5000 0.91569033630831 0.00820405670183 0.17426968812389
23.6000 0.91561521255391 0.00811509932220 0.17443199011034
23.7000 0.91554090947000 0.00802710041966 0.17459253211873 
23.8000 0.91546741808182 0.00794004979945 0.17475133311472
23.9000 0.91539472951292 0.00785393737236 0.17490841186216
24.0000 0.91532283498416 0.00776875315368 0.17506378692524
24.1000 0.91525172581255 0.00768448726221 0.17521747667048
24.2000 0.91518139341026 0.00760112991926 0.17536949926887
24.3000 0.91511182928355 0.00751867144758 0.17551987269782
24.4000 0.91504302503173 0.00743710227045 0.17566861474323
24.5000 0.91497497234614 0.00735641291063 0.17581574300144
24.6000 0.91490766300914 0.00727659398941 0.17596127488123
24.7000 0.91484108889313 0.00719763622564 0.17610522760574
24.8000 0.91477524195951 0.00711953043475 0.17624761821444
24.9000 0.91471011425775 0.00704226752782 0.17638846356499
25.0000 0.91464569792440 0.00696583851061 0.17652778033521
25.1000 0.91458198518214 0.00689023448266 0.17666558502486
25.2000 0.91451896833882 0.00681544663632 0.17680189395759
25.3000 0.91445663978655 0.00674146625586 0.17693672328270
25.4000 0.91439499200076 0.00666828471654 0.17707008897703
25.5000 0.91433401753926 0.00659589348371 0.17720200684671
25.6000 0.91427370904138 0.00652428411192 0.17733249252895
25.7000 0.91421405922704 0.00645344824402 0.17746156149383
25.8000 0.91415506089589 0.00638337761029 0.17758922904603
25.9000 0.91409670692640 0.00631406402756 0.17771551032658
26.0000 0.91403899027506 0.00624549939836 0.17784042031455
26.1000 0.91398190397542 0.00617767571003 0.17796397382875
26.2000 0.91392544113734 0.00611058503391 0.17808618552943
26.3000 0.91386959494611 0.00604421952446 0.17820706991992
26.4000 0.91381435866163 0.00597857141845 0.17832664134829
26.5000 0.91375972561756 0.00591363303415 0.17844491400897
26.6000 0.91370568922058 0.00584939677045 0.17856190194438
26.7000 0.91365224294950 0.00578585510612 0.17867761904650
26.8000 0.91359938035455 0.00572300059895 0.17879207905848
26.9000 0.91354709505654 0.00566082588498 0.17890529557618
27.0000 0.91349538074611 0.00559932367771 0.17901728204973
27.1000 0.91344423118296 0.00553848676730 0.17912805178508
27.2000 0.91339364019509 0.00547830801983 0.17923761794548
27.3000 0.91334360167805 0.00541878037647 0.17934599355301
27.4000 0.91329410959419 0.00535989685280 0.17945319149006
27.5000 0.91324515797195 0.00530165053798 0.17955922450082
27.6000 0.91319674090512 0.00524403459405 0.17966410519270
27.7000 0.91314885255212 0.00518704225518 0.17976784603781
27.8000 0.91310148713528 0.00513066682691 0.17987045937435
27.9000 0.91305463894019 0.00507490168547 0.17997195740805
28.0000 0.91300830231493 0.00501974027702 0.18007235221359
28.1000 0.91296247166944 0.00496517611696 0.18017165573593
28.2000 0.91291714147484 0.00491120278922 0.18026987979172
28.3000 0.91287230626273 0.00485781394555 0.18036703607063
28.4000 0.91282796062453 0.00480500330484 0.18046313613673
28.5000 0.91278409921085 0.00475276465242 0.18055819142978
28.6000 0.91274071673083 0.00470109183939 0.18065221326656
28.7000 0.91269780795148 0.00464997878195 0.18074521284220
28.8000 0.91265536769707 0.00459941946073 0.18083720123142
28.9000 0.91261339084848 0.00454940792010 0.18092818938982
29.0000 0.91257187234260 0.00449993826759 0.18101818815517
29.1000 0.91253080717169 0.00445100467314 0.18110720824863
29.2000 0.91249019038282 0.00440260136854 0.18119526027600
29.3000 0.91245001707721 0.00435472264678 0.18128235472894
29.4000 0.91241028240968 0.00430736286138 0.18136850198617
29.5000 0.91237098158803 0.00426051642580 0.18145371231468
29.6000 0.91233210987250 0.00421417781282 0.18153799587094
29.7000 0.91229366257514 0.00416834155392 0.18162136270202
29.8000 0.91225563505931 0.00412300223867 0.18170382274679
29.9000 0.91221802273905 0.00407815451415 0.18178538583707
30.0000 0.91218082107858 0.00403379308434 0.18186606169876
30.1000 0.91214402559170 0.00398991270953 0.18194585995295
30.2000 0.91210763184130 0.00394650820575 0.18202479011707
30.3000 0.91207163543876 0.00390357444417 0.18210286160595
30.4000 0.91203603204349 0.00386110635056 0.18218008373296
30.5000 0.91200081736234 0.00381909890470 0.18225646571106
30.6000 0.91196598714911 0.00377754713983 0.18233201665385
30.7000 0.91193153720405 0.00373644614210 0.18240674557669
30.8000 0.91189746337330 0.00369579105000 0.18248066139769
30.9000 0.91186376154847 0.00365557705384 0.18255377293877
31.0000 0.91183042766604 0.00361579939519 0.18262608892668
31.1000 0.91179745770695 0.00357645336637 0.18269761799400
31.2000 0.91176484769608 0.00353753430992 0.18276836868020
31.3000 0.91173259370177 0.00349903761803 0.18283834943256
31.4000 0.91170069183534 0.00346095873210 0.18290756860720
31.5000 0.91166913825063 0.00342329314216 0.18297603447005
31.6000 0.91163792914354 0.00338603638641 0.18304375519778
31.7000 0.91160706075155 0.00334918405067 0.18311073887879
31.8000 0.91157652935327 0.00331273176794 0.18317699351415
31.9000 0.91154633126799 0.00327667521786 0.18324252701850
32.0000 0.91151646285525 0.00324101012624 0.18330734722103
32.1000 0.91148692051439 0.00320573226458 0.18337146186632
32.2000 0.91145770068409 0.00317083744959 0.18343487861531
32.3000 0.91142879984198 0.00313632154271 0.18349760504617
32.4000 0.91140021450419 0.00310218044965 0.18355964865516
32.5000 0.91137194122491 0.00306841011993 0.18362101685756
32.6000 0.91134397659604 0.00303500654640 0.18368171698849
32.7000 0.91131631724669 0.00300196576482 0.18374175630378
32.8000 0.91128895984284 0.00296928385338 0.18380114198085
32.9000 0.91126190108689 0.00293695693226 0.18385988111950
33.0000 0.91123513771732 0.00290498116319 0.18391798074276
33.1000 0.91120866650822 0.00287335274903 0.18397544779774
33.2000 0.91118248426895 0.00284206793331 0.18403228915641
33.3000 0.91115658784375 0.00281112299985 0.18408851161640
33.4000 0.91113097411134 0.00278051427225 0.18414412190185
33.5000 0.91110563998457 0.00275023811358 0.18419912666412
33.6000 0.91108058241000 0.00272029092588 0.18425353248264
33.7000 0.91105579836759 0.00269066914977 0.18430734586563
33.8000 0.91103128487029 0.00266136926408 0.18436057325091
33.9000 0.91100703896369 0.00263238778540 0.18441322100662
34.0000 0.91098305772567 0.00260372126771 0.18446529543198
34.1000 0.91095933826605 0.00257536630197 0.18451680275802
34.2000 0.91093587772623 0.00254731951576 0.18456774914833
34.3000 0.91091267327884 0.00251957757283 0.18461814069979
34.4000 0.91088972212741 0.00249213717280 0.18466798344324
34.5000 0.91086702150604 0.00246499505071 0.18471728334426
34.6000 0.91084456867905 0.00243814797670 0.18476604630379
34.7000 0.91082236094062 0.00241159275558 0.18481427815890
34.8000 0.91080039561455 0.00238532622655 0.18486198468343
34.9000 0.91077867005384 0.00235934526272 0.18490917158869
35.0000 0.91075718164044 0.00233364677087 0.18495584452411
35.1000 0.91073592778488 0.00230822769102 0.18500200907793
35.2000 0.91071490592600 0.00228308499607 0.18504767077785
35.3000 0.91069411353063 0.00225821569153 0.18509283509168
35.4000 0.91067354809325 0.00223361681507 0.18513750742798
35.5000 0.91065320713575 0.00220928543627 0.18518169313671
35.6000 0.91063308820707 0.00218521865622 0.18522539750983
35.7000 0.91061318888294 0.00216141360723 0.18526862578197
35.8000 0.91059350676556 0.00213786745246 0.18531138313102
35.9000 0.91057403948336 0.00211457738562 0.18535367467874
36.0000 0.91055478469064 0.00209154063062 0.18539550549135
36.1000 0.91053574006736 0.00206875444130 0.18543688058017
36.2000 0.91051690331879 0.00204621610103 0.18547780490220
36.3000 0.91049827217531 0.00202392292249 0.18551828336065
36.4000 0.91047984439208 0.00200187224728 0.18555832080559
36.5000 0.91046161774875 0.00198006144566 0.18559792203450
36.6000 0.91044359004928 0.00195848791621 0.18563709179283
36.7000 0.91042575912159 0.00193714908558 0.18567583477454
36.8000 0.91040812281732 0.00191604240814 0.18571415562270
36.9000 0.91039067901160 0.00189516536570 0.18575205893002
37.0000 0.91037342560276 0.00187451546722 0.18578954923936
37.1000 0.91035636051209 0.00185409024855 0.18582663104433
37.2000 0.91033948168358 0.00183388727209 0.18586330878977
37.3000 0.91032278708369 0.00181390412653 0.18589958687230
37.4000 0.91030627470109 0.00179413842660 0.18593546964084
37.5000 0.91028994254642 0.00177458781275 0.18597096139709
37.6000 0.91027378865204 0.00175524995087 0.18600606639611
37.7000 0.91025781107181 0.00173612253208 0.18604078884675
37.8000 0.91024200788085 0.00171720327240 0.18607513291220
37.9000 0.91022637717530 0.00169848991250 0.18610910271045
38.0000 0.91021091707211 0.00167998021744 0.18614270231480
38.1000 0.91019562570876 0.00166167197644 0.18617593575433
38.2000 0.91018050124312 0.00164356300255 0.18620880701438
38.3000 0.91016554185315 0.00162565113248 0.18624132003703
38.4000 0.91015074573671 0.00160793422627 0.18627347872155
38.5000 0.91013611111136 0.00159041016709 0.18630528692489
38.6000 0.91012163621411 0.00157307686100 0.18633674846211
38.7000 0.91010731930124 0.00155593223664 0.18636786710685
38.8000 0.91009315864807 0.00153897424508 0.18639864659175
38.9000 0.91007915254876 0.00152220085950 0.18642909060894
39.0000 0.91006529931607 0.00150561007499 0.18645920281044
39.1000 0.91005159728124 0.00148919990832 0.18648898680860
39.2000 0.91003804479369 0.00147296839771 0.18651844617656
39.3000 0.91002464022088 0.00145691360256 0.18654758444861
39.4000 0.91001138194811 0.00144103360328 0.18657640512068
39.5000 0.90999826837830 0.00142532650102 0.18660491165070
39.6000 0.90998529793182 0.00140979041748 0.18663310745905
39.7000 0.90997246904629 0.00139442349466 0.18666099592894
39.8000 0.90995978017639 0.00137922389467 0.18668858040683
39.9000 0.90994722979367 0.00136418979950 0.18671586420282
40.0000 0.90993481638638 0.00134931941080 0.18674285059104
40.1000 0.90992253845928 0.00133461094968 0.18676954281003
40.2000 0.90991039453345 0.00132006265652 0.18679594406316
40.3000 0.90989838314612 0.00130567279072 0.18682205751898
40.4000 0.90988650285051 0.00129143963052 0.18684788631159
40.5000 0.90987475221562 0.00127736147280 0.18687343354104
40.6000 0.90986312982608 0.00126343663288 0.18689870227370
40.7000 0.90985163428199 0.00124966344431 0.18692369554259
40.8000 0.90984026419872 0.00123604025869 0.18694841634776
40.9000 0.90982901820676 0.00122256544548 0.18697286765667
41.0000 0.90981789495157 0.00120923739176 0.18699705240451
41.1000 0.90980689309339 0.00119605450210 0.18702097349455
41.2000 0.90979601130709 0.00118301519837 0.18704463379851
41.3000 0.90978524828200 0.00117011791949 0.18706803615690
41.4000 0.90977460272178 0.00115736112132 0.18709118337933
41.5000 0.90976407334424 0.00114474327643 0.18711407824486
41.6000 0.90975365888117 0.00113226287397 0.18713672350234
41.7000 0.90974335807825 0.00111991841941 0.18715912187073
41.8000 0.90973316969481 0.00110770843446 0.18718127603942
41.9000 0.90972309250376 0.00109563145682 0.18720318866855
42.0000 0.90971312529139 0.00108368604006 0.18722486238935
42.1000 0.90970326685725 0.00107187075340 0.18724629980442
42.2000 0.90969351601399 0.00106018418159 0.18726750348805
42.3000 0.90968387158723 0.00104862492472 0.18728847598655
42.4000 0.90967433241542 0.00103719159804 0.18730921981851
42.5000 0.90966489734967 0.00102588283182 0.18732973747514
42.6000 0.90965556525366 0.00101469727119 0.18735003142057
42.7000 0.90964633500346 0.00100363357597 0.18737010409209
42.8000 0.90963720548742 0.00099269042049 0.18738995790050
42.9000 0.90962817560602 0.00098186649348 0.18740959523037
43.0000 0.90961924427175 0.00097116049788 0.18742901844033
43.1000 0.90961041040897 0.00096057115070 0.18744822986334
43.2000 0.90960167295378 0.00095009718288 0.18746723180700
43.3000 0.90959303085391 0.00093973733909 0.18748602655378
43.4000 0.90958448306857 0.00092949037765 0.18750461636133
43.5000 0.90957602856832 0.00091935507035 0.18752300346274
43.6000 0.90956766633498 0.00090933020228 0.18754119006678
43.7000 0.90955939536148 0.00089941457173 0.18755917835822
43.8000 0.90955121465174 0.00088960699004 0.18757697049802
43.9000 0.90954312322056 0.00087990628142 0.18759456862365
44.0000 0.90953512009349 0.00087031128286 0.18761197484930
44.1000 0.90952720430672 0.00086082084398 0.18762919126618
44.2000 0.90951937490696 0.00085143382686 0.18764621994272
44.3000 0.90951163095134 0.00084214910594 0.18766306292484
44.4000 0.90950397150727 0.00083296556789 0.18767972223620
44.5000 0.90949639565235 0.00082388211145 0.18769619987843
44.6000 0.90948890247424 0.00081489764733 0.18771249783137
44.7000 0.90948149107057 0.00080601109805 0.18772861805333
44.8000 0.90947416054882 0.00079722139784 0.18774456248129
44.9000 0.90946691002620 0.00078852749250 0.18776033303114
45.0000 0.90945973862958 0.00077992833927 0.18777593159793
45.1000 0.90945264549535 0.00077142290672 0.18779136005606
45.2000 0.90944562976931 0.00076301017462 0.18780662025955
45.3000 0.90943869060663 0.00075468913382 0.18782171404223
45.4000 0.90943182717165 0.00074645878612 0.18783664321795
45.5000 0.90942503863787 0.00073831814417 0.18785140958084
45.6000 0.90941832418780 0.00073026623136 0.18786601490546
45.7000 0.90941168301288 0.00072230208166 0.18788046094710
45.8000 0.90940511431336 0.00071442473954 0.18789474944189
45.9000 0.90939861729824 0.00070663325987 0.18790888210709
46.0000 0.90939219118515 0.00069892670777 0.18792286064124
46.1000 0.90938583520025 0.00069130415851 0.18793668672441
46.2000 0.90937954857815 0.00068376469744 0.18795036201836
46.3000 0.90937333056183 0.00067630741981 0.18796388816676
46.4000 0.90936718040252 0.00066893143072 0.18797726679537
46.5000 0.90936109735963 0.00066163584500 0.18799049951227
46.6000 0.90935508070065 0.00065441978708 0.18800358790801
46.7000 0.90934912970107 0.00064728239092 0.18801653355583
46.8000 0.90934324364428 0.00064022279989 0.18802933801183
46.9000 0.90933742182151 0.00063324016667 0.18804200281516
47.0000 0.90933166353170 0.00062633365314 0.18805452948822
47.1000 0.90932596808147 0.00061950243030 0.18806691953683
47.2000 0.90932033478500 0.00061274567817 0.18807917445039
47.3000 0.90931476296395 0.00060606258566 0.18809129570211
47.4000 0.90930925194739 0.00059945235051 0.18810328474912
47.5000 0.90930380107170 0.00059291417918 0.18811514303270
47.6000 0.90929840968053 0.00058644728677 0.18812687197844
47.7000 0.90929307712468 0.00058005089688 0.18813847299637
47.8000 0.90928780276203 0.00057372424159 0.18814994748120
47.9000 0.90928258595748 0.00056746656131 0.18816129681243
48.0000 0.90927742608286 0.00056127710471 0.18817252235453
